Place,Scientific Name,Common Name,Observations
India,Pycnonotus cafer,Red-vented Bulbul,2031
India,Merops orientalis,Asian Green Bee-eater,1529
India,Halcyon smyrnensis,White-throated Kingfisher,1523
India,Ardeola grayii,Indian Pond-Heron,1427
India,Acridotheres tristis,Common Myna,1331
India,Milvus migrans,Black Kite,1323
India,Copsychus saularis,Oriental Magpie-Robin,1288
India,Spilopelia senegalensis,Laughing Dove,1259
India,Cinnyris asiaticus,Purple Sunbird,1225
India,Vanellus indicus,Red-wattled Lapwing,1198
India,Psittacula krameri,Rose-ringed Parakeet,1165
India,Passer domesticus,House Sparrow,1162
India,Ardea coromanda,Eastern Cattle-Egret,1157
India,Dicrurus macrocercus,Black Drongo,1152
India,Prinia socialis,Ashy Prinia,1123
India,Columba livia,Rock Pigeon,1093
India,Psilopogon haemacephalus,Coppersmith Barbet,1050
India,Copsychus fulicatus,Indian Robin,1038
India,Microcarbo niger,Little Cormorant,1021
India,Eudynamys scolopaceus,Asian Koel,1002
India,Corvus splendens,House Crow,932
India,Lanius schach,Long-tailed Shrike,906
India,Lonchura punctulata,Scaly-breasted Munia,906
India,Egretta garzetta,Little Egret,897
India,Ploceus philippinus,Baya Weaver,894
India,Leptocoma zeylonica,Purple-rumped Sunbird,851
India,Himantopus himantopus,Black-winged Stilt,846
India,Tachyspiza badia,Shikra,827
India,Anas poecilorhyncha,Indian Spot-billed Duck,822
India,Ardea cinerea,Grey Heron,818
India,Mycteria leucocephala,Painted Stork,809
India,Pycnonotus jocosus,Red-whiskered Bulbul,761
India,Sturnia pagodarum,Brahminy Starling,747
India,Tringa glareola,Wood Sandpiper,688
India,Centropus sinensis,Greater Coucal,650
India,Ocyceros birostris,Indian Grey Hornbill,613
India,Euodice malabarica,Indian Silverbill,613
India,Alcedo atthis,Common Kingfisher,607
India,Pavo cristatus,Indian Peafowl,603
India,Terpsiphone paradisi,Indian Paradise-Flycatcher,594
India,Saxicola caprata,Pied Bushchat,588
India,Argya striata,Jungle Babbler,581
India,Saxicola maurus,Siberian Stonechat,575
India,Oriolus kundoo,Indian Golden Oriole,560
India,Athene brama,Spotted Owlet,554
India,Orthotomus sutorius,Common Tailorbird,552
India,Amaurornis phoenicurus,White-breasted Waterhen,536
India,Plegadis falcinellus,Glossy Ibis,533
India,Cyornis tickelliae,Tickell's Blue Flycatcher,528
India,Actitis hypoleucos,Common Sandpiper,517
India,Rhipidura albogularis,Spot-breasted Fantail,511
India,Ardea alba,Great Egret,504
India,Porphyrio poliocephalus,Gray-headed Swamphen,504
India,Spilopelia chinensis,Spotted Dove,496
India,Corvus macrorhynchos,Large-billed Crow,495
India,Anastomus oscitans,Asian Openbill,476
India,Threskiornis melanocephalus,Black-headed Ibis,473
India,Elanus caeruleus,Black-winged Kite,465
India,Pseudibis papillosa,Red-naped Ibis,456
India,Coracias benghalensis,Indian Roller,456
India,Anthus rufulus,Paddyfield Pipit,454
India,Pericrocotus cinnamomeus,Small Minivet,445
India,Fulica atra,Eurasian Coot,443
India,Sterna aurantia,River Tern,440
India,Aegithina tiphia,Common Iora,435
India,Zosterops palpebrosus,Indian White-eye,410
India,Gracupica contra,Indian Pied Starling,408
India,Phoenicopterus roseus,Greater Flamingo,406
India,Ardea purpurea,Purple Heron,394
India,Haliastur indus,Brahminy Kite,393
India,Pernis ptilorhynchus,Oriental Honey-buzzard,386
India,Tachybaptus ruficollis,Little Grebe,381
India,Prinia inornata,Plain Prinia,377
India,Psittacula eupatria,Alexandrine Parakeet,371
India,Motacilla flava,Western Yellow Wagtail,371
India,Hirundo smithii,Wire-tailed Swallow,368
India,Phalacrocorax fuscicollis,Indian Cormorant,365
India,Gymnoris xanthocollis,Yellow-throated Sparrow,362
India,Nycticorax nycticorax,Black-crowned Night Heron,355
India,Chroicocephalus brunnicephalus,Brown-headed Gull,353
India,Gallinula chloropus,Common Moorhen,347
India,Phoeniconaias minor,Lesser Flamingo,345
India,Circus aeruginosus,Western Marsh Harrier,345
India,Argya malcolmi,Large Grey Babbler,344
India,Acridotheres fuscus,Jungle Myna,339
India,Eremopterix griseus,Ashy-crowned Sparrow-Lark,327
India,Dendrocygna javanica,Lesser Whistling-Duck,321
India,Motacilla maderaspatensis,White-browed Wagtail,321
India,Thinornis dubius,Little Ringed Plover,313
India,Amandava amandava,Red Avadavat,312
India,Upupa epops,Common Hoopoe,307
India,Ardea intermedia,Medium Egret,301
India,Tadorna ferruginea,Ruddy Shelduck,300
India,Cecropis daurica,Eastern Red-rumped Swallow,296
India,Spilornis cheela,Crested Serpent-Eagle,294
India,Dicrurus leucophaeus,Ashy Drongo,291
India,Platalea leucorodia,Eurasian Spoonbill,289
India,Psittacula cyanocephala,Plum-headed Parakeet,287
India,Ciconia episcopus,Asian Woolly-necked Stork,284
India,Geokichla citrina,Orange-headed Thrush,284
India,Parus cinereus,Asian Tit,282
India,Dendrocitta vagabunda,Rufous Treepie,275
India,Treron phoenicopterus,Yellow-footed Green Pigeon,274
India,Merops philippinus,Blue-tailed Bee-eater,272
India,Pastor roseus,Rosy Starling,272
India,Butastur teesa,White-eyed Buzzard,262
India,Chlidonias hybrida,Whiskered Tern,250
India,Spatula clypeata,Northern Shoveler,248
India,Chrysomma sinense,Yellow-eyed Babbler,247
India,Lanius vittatus,Bay-backed Shrike,244
India,Hydrophasianus chirurgus,Pheasant-tailed Jacana,232
India,Prinia hodgsonii,Gray-breasted Prinia,230
India,Acrocephalus dumetorum,Blyth's Reed Warbler,228
India,Motacilla alba,White Wagtail,227
India,Vanellus malabaricus,Yellow-wattled Lapwing,224
India,Ceryle rudis,Pied Kingfisher,223
India,Anthus trivialis,Tree Pipit,217
India,Limosa limosa,Black-tailed Godwit,211
India,Oenanthe fusca,Brown Rock Chat,211
India,Aethopyga vigorsii,Vigors's Sunbird,208
India,Ptyonoprogne concolor,Dusky Crag-Martin,203
India,Falco tinnunculus,Eurasian Kestrel,203
India,Egretta gularis,Western Reef Heron,201
India,Motacilla cinerea,Grey Wagtail,201
India,Turdus simillimus,Indian Blackbird,201
India,Calidris minuta,Little Stint,200
India,Hypothymis azurea,Black-naped Monarch,199
India,Streptopelia decaocto,Eurasian Collared-Dove,188
India,Ficedula parva,Red-breasted Flycatcher,188
India,Tephrodornis pondicerianus,Common Woodshrike,188
India,Ammomanes phoenicura,Rufous-tailed Lark,187
India,Tringa totanus,Common Redshank,186
India,Pandion haliaetus,Osprey,186
India,Clanga clanga,Greater Spotted Eagle,184
India,Clamator jacobinus,Pied Cuckoo,183
India,Sturnia malabarica,Chestnut-tailed Starling,182
India,Anarhynchus atrifrons,Tibetan Sand-Plover,181
India,Tringa ochropus,Green Sandpiper,179
India,Rostratula benghalensis,Greater Painted-Snipe,177
India,Ortygornis pondicerianus,Grey Francolin,175
India,Circus pygargus,Montagu's Harrier,174
India,Tringa nebularia,Common Greenshank,173
India,Oriolus xanthornus,Black-hooded Oriole,172
India,Metopidius indicus,Bronze-winged Jacana,170
India,Hierococcyx varius,Common Hawk-Cuckoo,168
India,Anarhynchus alexandrinus,Kentish Plover,166
India,Pitta brachyura,Indian Pitta,161
India,Circaetus gallicus,Short-toed Snake-Eagle,160
India,Spatula querquedula,Garganey,160
India,Dinopium benghalense,Black-rumped Flameback,158
India,Plocealauda erythroptera,Indian Bush Lark,155
India,Pycnonotus leucotis,White-eared Bulbul,153
India,Pellorneum ruficeps,Puff-throated Babbler,153
India,Luscinia svecica,Bluethroat,146
India,Hieraaetus pennatus,Booted Eagle,142
India,Anthracoceros coronatus,Malabar Pied Hornbill,142
India,Galerida malabarica,Malabar Lark,139
India,Nisaetus cirrhatus,Changeable Hawk-Eagle,139
India,Cursorius coromandelicus,Indian Courser,138
India,Tyto javanica,Eastern Barn Owl,138
India,Phoenicurus ochruros,Black Redstart,136
India,Monticola solitarius,Blue Rock-Thrush,136
India,Ceyx erithaca,Black-backed Dwarf Kingfisher,136
India,Phalacrocorax carbo,Great Cormorant,135
India,Dicrurus caerulescens,White-bellied Drongo,132
India,Glareola lactea,Small Pratincole,131
India,Eumyias thalassinus,Verditer Flycatcher,131
India,Anas crecca,Green-winged Teal,127
India,Pycnonotus luteolus,White-browed Bulbul,126
India,Psilopogon viridis,White-cheeked Barbet,126
India,Dicaeum erythrorhynchos,Pale-billed Flowerpecker,125
India,Anser indicus,Bar-headed Goose,124
India,Larus fuscus,Lesser Black-backed Gull,123
India,Aquila nipalensis,Steppe Eagle,123
India,Leiopicus mahrattensis,Yellow-crowned Woodpecker,123
India,Carpodacus erythrinus,Common Rosefinch,122
India,Chroicocephalus ridibundus,Black-headed Gull,122
India,Leptocoma minima,Crimson-backed Sunbird,122
India,Lonchura striata,White-rumped Munia,121
India,Dicrurus paradiseus,Greater Racket-tailed Drongo,120
India,Galloperdix spadicea,Red Spurfowl,117
India,Caprimulgus asiaticus,Indian Nightjar,117
India,Bubo bengalensis,Rock Eagle-Owl,117
India,Gelochelidon nilotica,Gull-billed Tern,117
India,Lonchura malacca,Tricolored Munia,117
India,Curruca curruca,Lesser Whitethroat,117
India,Anas acuta,Northern Pintail,116
India,Cacomantis passerinus,Grey-bellied Cuckoo,116
India,Chloropsis aurifrons,Golden-fronted Leafbird,114
India,Aquila fasciata,Bonelli's Eagle,114
India,Copsychus malabaricus,White-rumped Shama,113
India,Emberiza buchanani,Grey-necked Bunting,112
India,Dumetia hyperythra,Tawny-bellied Babbler,112
India,Arenaria interpres,Ruddy Turnstone,110
India,Cisticola juncidis,Zitting Cisticola,110
India,Streptopelia orientalis,Oriental Turtle-Dove,109
India,Acrocephalus stentoreus,Clamorous Reed Warbler,108
India,Falco peregrinus,Peregrine Falcon,107
India,Glaucidium radiatum,Jungle Owlet,107
India,Nettapus coromandelianus,Cotton Pygmy-Goose,106
India,Otus bakkamoena,Indian Scops-Owl,106
India,Emberiza melanocephala,Black-headed Bunting,105
India,Ichthyaetus ichthyaetus,Pallas's Gull,104
India,Lanius excubitor,Great Grey Shrike,104
India,Icthyophaga leucogaster,White-bellied Sea-Eagle,103
India,Alcippe poioicephala,Brown-cheeked Fulvetta,101
India,Apus affinis,Little Swift,100
India,Tringa stagnatilis,Marsh Sandpiper,99
India,Pachyglossa agilis,Thick-billed Flowerpecker,99
India,Butorides atricapilla,Little Heron,95
India,Hirundo rustica,Barn Swallow,93
India,Emberiza lathami,Crested Bunting,93
India,Mareca strepera,Gadwall,92
India,Calidris ferruginea,Curlew Sandpiper,91
India,Pterocles exustus,Chestnut-bellied Sandgrouse,90
India,Ficedula albicilla,Taiga Flycatcher,88
India,Burhinus indicus,Indian Stone-curlew,88
India,Galerida deva,Tawny Lark,86
India,Petrochelidon fluvicola,Streak-throated Swallow,85
India,Iduna caligata,Booted Warbler,85
India,Pericrocotus flammeus,Orange Minivet,85
India,Numenius arquata,Eurasian Curlew,83
India,Anhinga melanogaster,Oriental Darter,83
India,Circus macrourus,Pallid Harrier,83
India,Prinia sylvatica,Jungle Prinia,83
India,Chloropsis jerdoni,Jerdon's Leafbird,82
India,Hydroprogne caspia,Caspian Tern,82
India,Phylloscopus collybita,Common Chiffchaff,81
India,Ketupa zeylonensis,Brown Fish-Owl,80
India,Lalage melanoptera,Black-headed Cuckooshrike,79
India,Psilopogon zeylanicus,Brown-headed Barbet,79
India,Monticola cinclorhyncha,Blue-capped Rock-Thrush,79
India,Pluvialis fulva,Pacific Golden-Plover,78
India,Loriculus vernalis,Vernal Hanging-Parrot,77
India,Strix ocellata,Mottled Wood-Owl,77
India,Falco amurensis,Amur Falcon,76
India,Myophonus horsfieldii,Malabar Whistling-Thrush,76
India,Mareca penelope,Eurasian Wigeon,76
India,Argya caudata,Common Babbler,76
India,Perdicula asiatica,Jungle Bush-Quail,75
India,Gallus sonneratii,Grey Junglefowl,75
India,Turnix suscitator,Barred Buttonquail,75
India,Anthus campestris,Tawny Pipit,72
India,Gallinago gallinago,Common Snipe,72
India,Calidris pugnax,Ruff,72
India,Machlolophus aplonotus,Indian Yellow Tit,72
India,Streptopelia tranquebarica,Red Collared-Dove,71
India,Caprimulgus indicus,Jungle Nightjar,69
India,Calidris temminckii,Temminck's Stint,68
India,Acritillas indica,Yellow-browed Bulbul,68
India,Phylloscopus trochiloides,Greenish Warbler,67
India,Lanius cristatus,Brown Shrike,66
India,Xenus cinereus,Terek Sandpiper,65
India,Pericrocotus erythropygius,White-bellied Minivet,63
India,Emberiza bruniceps,Red-headed Bunting,62
India,Cuculus canorus,Common Cuckoo,61
India,Recurvirostra avosetta,Pied Avocet,61
India,Jynx torquilla,Eurasian Wryneck,60
India,Acrocephalus agricola,Paddyfield Warbler,60
India,Perdicula argoondah,Rock Bush-Quail,59
India,Gallus gallus,Red Junglefowl,58
India,Merops persicus,Blue-cheeked Bee-eater,58
India,Micropternus brachyurus,Rufous Woodpecker,58
India,Pluvialis squatarola,Black-bellied Plover,57
India,Phylloscopus griseolus,Sulphur-bellied Warbler,57
India,Coracias garrulus,European Roller,55
India,Calidris tenuirostris,Great Knot,52
India,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,51
India,Zapornia fusca,Ruddy-breasted Crake,51
India,Buceros bicornis,Great Hornbill,50
India,Coracina macei,Indian Cuckooshrike,50
India,Treron affinis,Gray-fronted Green-Pigeon,50
India,Aythya ferina,Common Pochard,49
India,Sternula albifrons,Little Tern,49
India,Ficedula superciliaris,Ultramarine Flycatcher,47
India,Francolinus pictus,Painted Francolin,46
India,Glareola maldivarum,Oriental Pratincole,45
India,Anas platyrhynchos,Mallard,45
India,Icthyophaga ichthyaetus,Gray-headed Fish-Eagle,45
India,Numenius phaeopus,Eurasian Whimbrel,43
India,Tringa erythropus,Spotted Redshank,42
India,Motacilla citreola,Citrine Wagtail,42
India,Zapornia pusilla,Baillon's Crake,42
India,Muscicapa dauurica,Asian Brown Flycatcher,42
India,Botaurus sinensis,Yellow Bittern,42
India,Ocyceros griseus,Malabar Grey Hornbill,41
India,Hemiprocne coronata,Crested Treeswift,41
India,Athene blewitti,Forest Owlet,41
India,Yungipicus nanus,Brown-capped Pygmy Woodpecker,41
India,Accipiter nisus,Eurasian Sparrowhawk,40
India,Pterocles indicus,Painted Sandgrouse,40
India,Chroicocephalus genei,Slender-billed Gull,40
India,Oenanthe deserti,Desert Wheatear,39
India,Caprimulgus affinis,Savanna Nightjar,39
India,Phylloscopus tytleri,Tytler's Leaf Warbler,39
India,Iduna rama,Sykes's Warbler,39
India,Ictinaetus malaiensis,Black Eagle,39
India,Anarhynchus leschenaultii,Greater Sand-Plover,39
India,Calidris alba,Sanderling,38
India,Netta rufina,Red-crested Pochard,38
India,Galerida cristata,Crested Lark,38
India,Coturnix coromandelica,Rain Quail,37
India,Cypsiurus balasiensis,Asian Palm Swift,37
India,Anser cygnoides,Swan Goose,37
India,Sarkidiornis melanotos,Knob-billed Duck,37
India,Anthus hodgsoni,Olive-backed Pipit,37
India,Chrysocolaptes festivus,White-naped Woodpecker,37
India,Zapornia akool,Brown Crake,37
India,Columba elphinstonii,Nilgiri Wood-Pigeon,36
India,Thalasseus bengalensis,Lesser Crested Tern,36
India,Strix leptogrammica,Brown Wood-Owl,34
India,Phaenicophaeus viridirostris,Blue-faced Malkoha,34
India,Culicicapa ceylonensis,Grey-headed Canary-Flycatcher,34
India,Dicrurus aeneus,Bronzed Drongo,33
India,Chalcophaps indica,Asian Emerald Dove,33
India,Aquila rapax,Tawny Eagle,32
India,Larvivora brunnea,Indian Blue Robin,32
India,Calidris alpina,Dunlin,31
India,Hypsipetes ganeesa,Square-tailed Bulbul,31
India,Taccocua leschenaultii,Sirkeer Malkoha,31
India,Haematopus ostralegus,Eurasian Oystercatcher,30
India,Phylloscopus nitidus,Green Warbler,30
India,Clanga hastata,Indian Spotted Eagle,30
India,Calidris falcinellus,Broad-billed Sandpiper,30
India,Botaurus cinnamomeus,Cinnamon Bittern,30
India,Pelargopsis capensis,Stork-billed Kingfisher,29
India,Treron bicinctus,Orange-breasted Green-Pigeon,29
India,Merops leschenaulti,Chestnut-headed Bee-eater,28
India,Leptoptilos javanicus,Lesser Adjutant,28
India,Gyps indicus,Indian Vulture,28
India,Aythya fuligula,Tufted Duck,28
India,Lanius isabellinus,Isabelline Shrike,28
India,Phylloscopus humei,Hume's Leaf Warbler,28
India,Motacilla tschutschensis,Eastern Yellow Wagtail,28
India,Limosa lapponica,Bar-tailed Godwit,27
India,Falco subbuteo,Eurasian Hobby,27
India,Gyps bengalensis,White-rumped Vulture,27
India,Rhipidura aureola,White-browed Fantail,27
India,Harpactes fasciatus,Malabar Trogon,27
India,Buteo buteo,Common Buzzard,27
India,Dendronanthus indicus,Forest Wagtail,26
India,Sturnia blythii,Malabar Starling,26
India,Rubigula gularis,Flame-throated Bulbul,26
India,Cyornis pallidipes,White-bellied Blue Flycatcher,26
India,Rynchops albicollis,Indian Skimmer,25
India,Falco chicquera,Red-necked Falcon,25
India,Lewinia striata,Slaty-breasted Rail,25
India,Ciconia nigra,Black Stork,24
India,Onychoprion anaethetus,Bridled Tern,24
India,Sterna hirundo,Common Tern,23
India,Artamus fuscus,Ashy Woodswallow,23
India,Cinnyris lotenius,Loten's Sunbird,23
India,Batrachostomus moniliger,Sri Lanka Frogmouth,22
India,Tachymarptis melba,Alpine Swift,22
India,Hemipus picatus,Bar-winged Flycatcher-shrike,21
India,Dicaeum concolor,Nilgiri Flowerpecker,21
India,Argya affinis,Yellow-billed Babbler,21
India,Anous tenuirostris,Lesser Noddy,20
India,Muscicapa muttui,Brown-breasted Flycatcher,20
India,Anthus godlewskii,Blyth's Pipit,20
India,Thalasseus bergii,Great Crested Tern,20
India,Ptyonoprogne rupestris,Eurasian Crag-Martin,20
India,Chrysocolaptes socialis,Malabar Flameback,20
India,Halcyon pileata,Black-capped Kingfisher,18
India,Otus sunia,Oriental Scops-Owl,18
India,Microtarsus priocephalus,Grey-headed Bulbul,18
India,Oenanthe isabellina,Isabelline Wheatear,17
India,Anthus similis,Long-billed Pipit,17
India,Cyornis rubeculoides,Blue-throated Flycatcher,17
India,Gallicrex cinerea,Watercock,16
India,Alcedo meninting,Blue-eared Kingfisher,16
India,Ducula aenea,Green Imperial Pigeon,16
India,Esacus recurvirostris,Great Stone-curlew,16
India,Alauda gulgula,Oriental Skylark,16
India,Hemicircus canente,Heart-spotted Woodpecker,16
India,Psittacula columboides,Malabar Parakeet,16
India,Grus grus,Common Crane,15
India,Nyctyornis athertoni,Blue-bearded Bee-eater,15
India,Sitta frontalis,Velvet-fronted Nuthatch,15
India,Emberiza striolata,Striolated Bunting,15
India,Calandrella brachydactyla,Greater Short-toed Lark,15
India,Argya subrufa,Rufous Babbler,15
India,Cacomantis sonneratii,Banded Bay Cuckoo,14
India,Falco naumanni,Lesser Kestrel,14
India,Phylloscopus occipitalis,Western Crowned Warbler,14
India,Thalasseus sandvicensis,Sandwich Tern,14
India,Surniculus dicruroides,Fork-tailed Drongo-Cuckoo,14
India,Cuculus micropterus,Indian Cuckoo,13
India,Pelecanus onocrotalus,Great White Pelican,13
India,Turdus unicolor,Tickell's Thrush,13
India,Calandrella dukhunensis,Mongolian Short-toed Lark,13
India,Botaurus flavicollis,Black Bittern,13
India,Fregata ariel,Lesser Frigatebird,12
India,Charadrius hiaticula,Common Ringed Plover,12
India,Aquila heliaca,Imperial Eagle,12
India,Anser anser,Greylag Goose,12
India,Megalurus palustris,Striated Grassbird,12
India,Phylloscopus inornatus,Yellow-browed Warbler,12
India,Numida meleagris,Helmeted Guineafowl,11
India,Ploceus benghalensis,Black-breasted Weaver,11
India,Ninox scutulata,Brown Boobook,11
India,Dumetia atriceps,Dark-fronted Babbler,11
India,Ardeotis nigriceps,Great Indian Bustard,9
India,Perdicula erythrorhyncha,Painted Bush-Quail,9
India,Cuculus poliocephalus,Lesser Cuckoo,9
India,Gallinago stenura,Pin-tailed Snipe,9
India,Ciconia ciconia,White Stork,9
India,Vanellus duvaucelii,River Lapwing,9
India,Anser fabalis,Taiga Bean Goose,9
India,Prinia buchanani,Rufous-fronted Prinia,9
India,Riparia riparia,Bank Swallow,9
India,Acridotheres ginginianus,Bank Myna,9
India,Picus chlorolophus,Lesser Yellownape,9
India,Asio flammeus,Short-eared Owl,9
India,Turnix tanki,Yellow-legged Buttonquail,9
India,Schoenicola platyurus,Broad-tailed Grassbird,9
India,Sternula saundersi,Saunders's Tern,9
India,Porzana porzana,Spotted Crake,8
India,Sula dactylatra,Masked Booby,8
India,Botaurus stellaris,Eurasian Bittern,8
India,Neophron percnopterus,Egyptian Vulture,8
India,Alauda arvensis,Eurasian Skylark,8
India,Dicrurus hottentottus,Hair-crested Drongo,8
India,Irena puella,Asian Fairy-bluebird,8
India,Caprimulgus atripennis,Jerdon's Nightjar,8
India,Locustella naevia,Common Grasshopper Warbler,8
India,Antigone antigone,Sarus Crane,8
India,Zapornia parva,Little Crake,8
India,Ketupa nipalensis,Spot-bellied Eagle-Owl,8
India,Plocealauda affinis,Jerdon's Bushlark,8
India,Vanellus cinereus,Grey-headed Lapwing,7
India,Aythya nyroca,Ferruginous Duck,7
India,Turdus obscurus,Eyebrowed Thrush,7
India,Otus brucei,Pallid Scops-Owl,7
India,Phylloscopus affinis,Tickell's Leaf Warbler,7
India,Limnodromus scolopaceus,Long-billed Dowitcher,6
India,Cairina moschata,Muscovy Duck,6
India,Muscicapa striata,Spotted Flycatcher,6
India,Lonchura kelaarti,Black-throated Munia,6
India,Picumnus innominatus,Speckled Piculet,6
India,Anser anser × cygnoides,Greylag × Swan Goose,6
India,Ficedula ruficauda,Rusty-tailed Flycatcher,6
India,Galloperdix lunulata,Painted Spurfowl,5
India,Calidris canutus,Red Knot,5
India,Mergus serrator,Red-breasted Merganser,5
India,Ficedula westermanni,Little Pied Flycatcher,5
India,Delichon urbicum,Western House Martin,5
India,Onychoprion fuscatus,Sooty Tern,5
India,Arachnothera longirostra,Little Spiderhunter,5
India,Tachyspiza virgata,Besra,5
India,Rallina eurizonoides,Slaty-legged Crake,4
India,Glareola pratincola,Collared Pratincole,4
India,Sarcogyps calvus,Red-headed Vulture,4
India,Tadorna tadorna,Common Shelduck,4
India,Cyanoptila cyanomelana,Blue-and-white Flycatcher,4
India,Anthus cervinus,Red-throated Pipit,4
India,Anthus richardi,Richard's Pipit,4
India,Turnix sylvaticus,Common Buttonquail,4
India,Psilopogon malabaricus,Malabar Barbet,4
India,Sitta castanea,Indian Nuthatch,4
India,Curruca crassirostris,Eastern Orphean Warbler,4
India,Ducula cuprea,Malabar Imperial Pigeon,4
India,Grus virgo,Demoiselle Crane,3
India,Phalaropus lobatus,Red-necked Phalarope,3
India,Oceanites oceanicus,Wilson's Storm-Petrel,3
India,Podiceps nigricollis,Eared Grebe,3
India,Larus cachinnans,Caspian Gull,3
India,Chlidonias leucopterus,White-winged Tern,3
India,Falco jugger,Laggar Falcon,3
India,Anser albifrons,Greater White-fronted Goose,3
India,Monticola saxatilis,Rufous-tailed Rock-Thrush,3
India,Rallus aquaticus,Water Rail,3
India,Salpornis spilonota,Indian Spotted Creeper,3
India,Lophospiza trivirgata,Crested Goshawk,3
India,Coturnix coturnix,Common Quail,2
India,Eurystomus orientalis,Dollarbird,2
India,Tringa guttifer,Nordmann's Greenshank,2
India,Stercorarius parasiticus,Parasitic Jaeger,2
India,Dromas ardeola,Crab-Plover,2
India,Buteo rufinus,Long-legged Buzzard,2
India,Aviceda leuphotes,Black Baza,2
India,Mirafra javanica,Singing Bushlark,2
India,Melanocorypha bimaculata,Bimaculated Lark,2
India,Pericrocotus cantonensis,Brown-rumped Minivet,2
India,Oriolus chinensis,Black-naped Oriole,2
India,Phoenicurus phoenicurus,Common Redstart,2
India,Ploceus manyar,Streaked Weaver,2
India,Agapornis roseicollis,Rosy-faced Lovebird,2
India,Melopsittacus undulatus,Budgerigar,2
India,Padda oryzivora,Java Sparrow,2
India,Lophotriorchis kienerii,Rufous-bellied Eagle,2
India,Phylloscopus fuscatus,Dusky Warbler,2
India,Riparia chinensis,Grey-throated Martin,2
India,Rhipidura albicollis,White-throated Fantail,2
India,Circus spilonotus,Eastern Marsh Harrier,2
India,Curruca nana,Asian Desert Warbler,2
India,Helopsaltes certhiola,Pallas's Grasshopper Warbler,2
India,Anarhynchus asiaticus,Caspian Plover,2
India,Sypheotides indicus,Lesser Florican,1
India,Meleagris gallopavo,Wild Turkey,1
Singapore,Gallus gallus,Red Junglefowl,7226
Singapore,Pycnonotus goiavier,Yellow-vented Bulbul,5988
Singapore,Acridotheres javanicus,Javan Myna,5343
Singapore,Treron vernans,Pink-necked Green-Pigeon,4485
Singapore,Amaurornis phoenicurus,White-breasted Waterhen,4432
Singapore,Cinnyris ornatus,Ornate Sunbird,4212
Singapore,Todiramphus chloris,Collared Kingfisher,3731
Singapore,Copsychus saularis,Oriental Magpie-Robin,3691
Singapore,Geopelia striata,Zebra Dove,3616
Singapore,Spilopelia chinensis,Spotted Dove,3599
Singapore,Oriolus chinensis,Black-naped Oriole,3584
Singapore,Anthracoceros albirostris,Oriental Pied Hornbill,3134
Singapore,Columba livia,Rock Pigeon,3034
Singapore,Aplonis panayensis,Asian Glossy Starling,2733
Singapore,Ardea cinerea,Grey Heron,2694
Singapore,Corvus splendens,House Crow,2674
Singapore,Anthreptes malacensis,Brown-throated Sunbird,2529
Singapore,Butorides atricapilla,Little Heron,2471
Singapore,Icthyophaga leucogaster,White-bellied Sea-Eagle,2454
Singapore,Halcyon smyrnensis,White-throated Kingfisher,2352
Singapore,Egretta garzetta,Little Egret,2338
Singapore,Eudynamys scolopaceus,Asian Koel,2103
Singapore,Pernis ptilorhynchus,Oriental Honey-buzzard,2052
Singapore,Dicrurus paradiseus,Greater Racket-tailed Drongo,1906
Singapore,Hirundo javanica,Pacific Swallow,1759
Singapore,Merops viridis,Blue-throated Bee-eater,1746
Singapore,Haliastur indus,Brahminy Kite,1713
Singapore,Orthotomus ruficeps,Ashy Tailorbird,1663
Singapore,Psittacula krameri,Rose-ringed Parakeet,1660
Singapore,Pycnonotus plumosus,Olive-winged Bulbul,1651
Singapore,Dinopium javanense,Common Flameback,1636
Singapore,Rhipidura javanica,Malaysian Pied-Fantail,1628
Singapore,Ardea purpurea,Purple Heron,1580
Singapore,Psittacula alexandri,Red-breasted Parakeet,1561
Singapore,Passer montanus,Eurasian Tree Sparrow,1519
Singapore,Anastomus oscitans,Asian Openbill,1477
Singapore,Aethopyga siparaja,Crimson Sunbird,1408
Singapore,Merops philippinus,Blue-tailed Bee-eater,1299
Singapore,Dicaeum cruentatum,Scarlet-backed Flowerpecker,1274
Singapore,Actitis hypoleucos,Common Sandpiper,1238
Singapore,Acridotheres tristis,Common Myna,1229
Singapore,Eurystomus orientalis,Dollarbird,1215
Singapore,Muscicapa dauurica,Asian Brown Flycatcher,1182
Singapore,Garrulax leucolophus,White-crested Laughingthrush,1122
Singapore,Ketupa ketupu,Buffy Fish-Owl,1109
Singapore,Lanius schach,Long-tailed Shrike,1082
Singapore,Lonchura punctulata,Scaly-breasted Munia,1052
Singapore,Mixornis gularis,Pin-striped Tit-Babbler,1051
Singapore,Pelargopsis capensis,Stork-billed Kingfisher,1018
Singapore,Psilopogon lineatus,Lineated Barbet,1001
Singapore,Orthotomus sutorius,Common Tailorbird,992
Singapore,Pycnonotus zeylanicus,Straw-headed Bulbul,981
Singapore,Ardea intermedia,Medium Egret,975
Singapore,Nisaetus cirrhatus,Changeable Hawk-Eagle,956
Singapore,Tringa totanus,Common Redshank,914
Singapore,Botaurus sinensis,Yellow Bittern,914
Singapore,Aegithina tiphia,Common Iora,861
Singapore,Ducula bicolor,Pied Imperial Pigeon,841
Singapore,Gracula religiosa,Common Hill Myna,823
Singapore,Nycticorax nycticorax,Black-crowned Night Heron,764
